"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"yfhD",0.0249450317158296,6.05639340923036,0.0724286767559997,0.789528772113233,0.906931366161972,"SL1344_2529","yfhD"
"yqeF",0.0517965868975266,4.10966746867179,0.0725565453298941,0.789355316114299,0.906931366161972,"SL1344_2997","yqeF"
"stdB",0.0699681776635969,3.68409585069025,0.0726318311309533,0.789550520469027,0.906931366161972,"SL1344_3007","stdB"
"SL1344_0980",-0.0321295533689047,5.49010513068658,0.0721359912131784,0.789944019061296,0.907167578608085,"SL1344_0980","SL1344_0980"
"yaaA",-0.0259332104462851,6.58645093084755,0.0717743282900636,0.790458379393392,0.907542442722465,"SL1344_0005","yaaA"
"luxS",-0.0194583484043895,7.65984793338107,0.0715883387758281,0.79072343729661,0.907630967127485,"SL1344_2802","luxS"
"SL1344_1061",-0.0333424901270444,5.21938373387608,0.0711884498730115,0.791294582654578,0.907639320579325,"SL1344_1061","SL1344_1061"
"fadB",0.0546175261681479,3.68267972114587,0.0712504321257839,0.791205943322207,0.907639320579325,"SL1344_3936","fadB"
"deoA",0.0303496960569644,5.68927290131106,0.0713622446393084,0.791046147522062,0.907639320579325,"SL1344_4495","deoA"
"ycdY",0.0242376404255349,6.28611920440041,0.0700242691444486,0.792967204153632,0.908094776454298,"SL1344_1074","ycdY"
"speG",0.0234745265251707,6.79067177469625,0.0698812176145495,0.793173757133044,0.908094776454298,"SL1344_1432","speG"
"SL1344_1490",-0.0525852937784937,3.89272829705437,0.070690769968591,0.792007808856652,0.908094776454298,"SL1344_1490","SL1344_1490"
"ruvC",-0.0225353993147202,6.94615930847605,0.0703849058563178,0.792447480366984,0.908094776454298,"SL1344_1833","ruvC"
"hisQ",-0.0390189427651981,4.69240839162744,0.0703832684424411,0.792449836860058,0.908094776454298,"SL1344_2322","hisQ"
"prfB",-0.0230925239531766,10.1125595873714,0.0700915775291465,0.792897325301771,0.908094776454298,"SL1344_3017","prfB"
"garL",0.0657753451617411,2.85154078177207,0.069865781743892,0.793196058621708,0.908094776454298,"SL1344_3222","garL"
"StyR-296",0.0247285107019481,6.96765524625177,0.0700388067282031,0.792946225912432,0.908094776454298,"StyR-296","StyR-296"
"cutF",-0.027523151867325,6.29164659388119,0.0692736734857875,0.794053528376445,0.908519747159287,"SL1344_0242","cutF"
"ybdD",-0.0584120452897756,3.20428957999339,0.0692198459740773,0.794131673795683,0.908519747159287,"SL1344_0589","ybdD"
"yicE",0.0318463347518906,5.04258495301471,0.069291985614394,0.794026950706252,0.908519747159287,"SL1344_3713","yicE"
"yobA",-0.0296537353536977,5.96988091319164,0.0688793156561273,0.794626803047171,0.908655655201228,"SL1344_1809","yobA"
