nr,beta_WT,beta05_WT,beta95_WT,hl_WT,hl05_WT,hl95_WT,gamma,gamma05,gamma95,pib_WT,pib05_WT,pib95_WT,delta_1,delta05_1,delta95_1,p_value_1,beta_1,beta05_1,beta95_1,hl_1,hl05_1,hl95_1,delta_hl_1,delta_hl05_1,delta_hl95_1,p_hl_1,ratio_hl_1,pib_1,pib05_1,pib95_1,p_pib_1,delta_2,delta05_2,delta95_2,p_value_2,beta_2,beta05_2,beta95_2,hl_2,hl05_2,hl95_2,delta_hl_2,delta_hl05_2,delta_hl95_2,p_hl_2,ratio_hl_2,pib_2,pib05_2,pib95_2,p_pib_2,delta_3,delta05_3,delta95_3,p_value_3,beta_3,beta05_3,beta95_3,hl_3,hl05_3,hl95_3,delta_hl_3,delta_hl05_3,delta_hl95_3,p_hl_3,ratio_hl_3,pib_3,pib05_3,pib95_3,p_pib_3,sigma_g1,sigma_g2,sigma_g3,sigma_g4,sigma_g5,sigma_g6,sigma_g7,sigma_g8,sigma_g9,gene,com_id,ltag
3529,0.7041425,0.6536625,0.7656783,0.984384810459657,0.905272071262784,1.06040530441028,0.1008305,0.009035313,0.3293725,0.01273345,0.010963695,0.014801415,0.000535733,-0.06868761,0.067908985,0.6775,0.7043984,0.64596179,0.77247985,0.984027198764903,0.897301308993226,1.07304672109802,-0.000699976826583,-0.094733326668111,0.097602167372515,0.8135,-0.007443920989341,0.01043785,0.008563896,0.01272496,0.086,-0.1697475,-0.24310195,-0.09912484,5.00E-04,0.5338085,0.47837845,0.60359287,1.29849408653055,1.14836873497624,1.44895151795676,0.312751825996321,0.172307352673898,0.475195645691737,0.001,1.92529224308277,0.03768395,0.03080061,0.045608955,0,-0.06780675,-0.17897425,0.083910645,0.275,0.6340004,0.532453,0.796814255,1.09329142016467,0.86989807825442,1.30179974989831,0.106780286353974,-0.104545179257091,0.314524997523579,0.338,0.51399761636674,0.0173334,0.013120255,0.024576785,0.054,0.5484535,0.3966755,0.239145,0.6441195,0.3716465,0.291483,0.323806,0.330998,0.384497,SL1344_4060,ptsA,SL1344_4060
3530,0.708244,0.6118066,0.8513819,0.978684166709632,0.814143665535141,1.13295146042347,0.308113,0.02990554,0.7736093,0.0159775,0.013047335,0.019464365,0.06689885,-0.0391551,0.1702763,0.221,0.7744734,0.67246898,0.92667486,0.894991592384096,0.747993992036374,1.03074971027519,-0.083931549340092,-0.217727708913309,0.051187044778426,0.346,-0.627309106687496,0.01325345,0.010365465,0.016712405,0.1595,-0.1485005,-0.26546985,-0.037939225,0.0345,0.558972,0.4591236,0.707997045,1.24003918054639,0.979025527999956,1.50971803819801,0.255128099083445,0.061584653113841,0.495187050668309,0.042,1.06277269561953,0.044024,0.03462227,0.05550761,0,0.118394,-0.060823785,0.31315995,0.1805,0.83287375,0.65582291,1.06403755,0.83223561905018,0.651431127518211,1.05691212384512,-0.139558457866426,-0.326283250087864,0.079062952336969,0.243,-0.747401864562913,0.0216977,0.014897005,0.030074895,0.1275,0.4008165,0.462812,0.347941,0.776831,0.598953,0.573304,0.453847,0.4290985,0.4492795,SL1344_4061,frwC,SL1344_4061
3531,0.632419,0.5316463,0.72077495,1.09602523100488,0.961669361877299,1.30377507915292,2.372245,1.927555,2.553921,0.02740465,0.022141055,0.033167215,0.0276316,-0.079412145,0.1285424,0.4525,0.666672405,0.51628015,0.7656273,1.03971182513438,0.905332373826426,1.3425796326271,-0.045787739320387,-0.206498800259479,0.14476741550793,0.52,-0.284907205844036,0.016619,0.012493495,0.020992845,0.001,-0.2338725,-0.33461585,-0.13148335,5.00E-04,0.3915915,0.319382,0.48162775,1.77007718728964,1.43917640556495,2.17027629179529,0.664017732589257,0.343325669779525,1.02213351477742,5.00E-04,1.85419846210619,0.0546494,0.04093788,0.071854305,0,0.08579515,-0.05159924,0.26474525,0.226,0.7125949,0.5840965,0.90241285,0.972708614483134,0.768104312045137,1.18669976997158,-0.134572932193125,-0.363007001069466,0.090365112280759,0.27,-0.589110603576275,0.0240282,0.01589123,0.03591863,0.324,0.3067055,0.4447705,0.226264,0.6596635,0.3204935,0.3538275,0.3161535,0.457815,0.417347,SL1344_4062,frwB,SL1344_4062
3532,0.740492,0.6516561,0.8357827,0.936063023890003,0.829339001956161,1.06367028558045,1.7459,1.5083255,1.911864,0.03183595,0.024929025,0.03835026,0.006663425,-0.0684934,0.075970405,0.6315,0.74557162,0.6578979145,0.84344337,0.929685588875406,0.821806448951633,1.05357862865592,-0.008264015976604,-0.092929900191373,0.083463121761741,0.783,-0.097607389956982,0.02327795,0.015737185,0.030342255,0.013,-0.0505128,-0.14272635,0.04023903,0.2835,0.68644205,0.58386801,0.80724959,1.00976794895731,0.858652875808328,1.18716418410115,0.069360916041868,-0.050859436895801,0.203660698426026,0.393,0.516463353927585,0.0645307,0.05235628,0.07856132,0,-0.0797912,-0.23125835,0.1502631,0.307,0.65789315,0.517448635,0.900633445,1.05358626088562,0.769621858848179,1.33954780260644,0.115099722142412,-0.167118137614458,0.391531755548062,0.3545,0.41637620909697,0.0370601,0.02749736,0.05258438,0.2215,0.3137725,0.486751,0.142397,0.573238,0.2182205,0.334408,0.324209,0.3186625,0.3982215,SL1344_4063,pflD,SL1344_4063
3533,1.17864,1.0230755,1.3576055,0.588090664333334,0.510565994726488,0.677513260720943,2.363925,2.24387,2.466801,0.0222041,0.019237845,0.02574486,-0.1429585,-0.29660255,0.0067089255,0.0895,1.0345885,0.9047426,1.1868744,0.669973792267726,0.58401056061559,0.766126390313103,0.082755098773022,-0.003601987056701,0.166458112793651,0.2615,0.988675255500687,0.0150553,0.012762345,0.018010945,0.0025,-0.0982419,-0.28031985,0.086526395,0.2405,1.07550215,0.87067575,1.332527645,0.644487024762992,0.520174709599984,0.796102580780882,0.054360742660492,-0.041996436594804,0.176097403793387,0.4735,0.446543729346652,0.0606728,0.05058111,0.07316276,0,-0.0812698,-0.31791635,0.1978449,0.345,1.09720485,0.83654095,1.401720795,0.631739079374028,0.494497323040229,0.828587272716363,0.04399456235804,-0.083917932567454,0.21328153778907,0.5245,0.25988155465607,0.0235078,0.01819106,0.031806115,0.378,0.1908585,0.375172,0.1542235,0.5966875,0.3863275,0.399406,0.326255,0.344214,0.2931765,SL1344_4064,pflC,SL1344_4064
3534,1.04891,0.89168025,1.3209565,0.660826178471049,0.52473127302697,0.77734948218341,1.76426,1.5848925,2.1087475,0.02319305,0.019549645,0.027319805,0.0578349,-0.1032486,0.23977925,0.347,1.0965065,0.9507172135,1.44296958,0.632141424830706,0.4803616381568,0.729078194238912,-0.033728437795641,-0.128615961652613,0.06131639637019,0.619,-0.355457034019363,0.0134337,0.010559885,0.017245245,0,-0.05334965,-0.2451069,0.1366725,0.3785,0.98854583,0.8019055,1.31977567,0.701178599671526,0.525200759390764,0.864375142317833,0.035592724715518,-0.077990723570652,0.17570576256096,0.5685,0.254028641893986,0.0545934,0.043232845,0.0680679,0,0.1043115,-0.1167632,0.34522745,0.2535,1.1603605,0.95848615,1.44390815,0.597355029377725,0.48004936446217,0.723168697899901,-0.059804829467515,-0.185299990131476,0.065717775237747,0.452,-0.476550881732041,0.0158969,0.0082842045,0.02680125,0.1455,0.343904,0.286538,0.325846,0.776499,0.46282,0.5945315,0.4323495,0.4935305,0.409931,SL1344_4065,frwD,SL1344_4065
3535,0.866753,0.74615555,1.016119,0.799705546820197,0.6821518211936,0.92895801762077,1.63003,1.35328,1.8695975,0.02163915,0.017359155,0.026095755,-0.137268,-0.26720875,-0.02265872,0.0455,0.73379655,0.6178871,0.84825795,0.944604036988545,0.8171420003561,1.12180232385438,0.151141393237293,0.024860384736685,0.290239014111386,0.099,1.08658503493818,0.01597625,0.01248949,0.021009095,0.0525,-0.05928555,-0.19657735,0.079208935,0.3115,0.804802325,0.67181935,0.9867383855,0.861263890041779,0.702463263888368,1.03174638539167,0.057993799827931,-0.069989833558086,0.202875828985464,0.4525,0.400282907170444,0.0399132,0.032196215,0.049346685,0,-0.3284455,-0.4807527,-0.1546556,0.011,0.5296895,0.4606531,0.7148533,1.30859153555818,0.969635659457209,1.50470535560288,0.503696728361307,0.178697469147664,0.709766105795787,0.0175,2.44430654681557,0.02332585,0.01563562,0.03962895,0.405,0.152994,0.325928,0.3107505,0.651979,0.4011715,0.2428245,0.5059415,0.397988,0.386002,SL1344_4066,yijO,SL1344_4066
3536,0.8804695,0.7597421,1.0158305,0.787247240568488,0.682345313084354,0.912345368685409,2.16213,1.8494655,2.359977,0.0266177,0.0232469,0.030439615,-0.1743795,-0.3015167,-0.046477905,0.0225,0.707362,0.57939665,0.83868552,0.979904463003989,0.826468520138266,1.19632587423206,0.196522245754844,0.04754176485981,0.37294300389103,0.0525,1.11394060331121,0.02481765,0.020834425,0.029879885,0.3035,-0.0516461,-0.20146905,0.1320568,0.391,0.83259235,0.6677814,1.03668693,0.832516883960197,0.668617675211479,1.03798515615979,0.047525099956585,-0.109419187280281,0.218595718836964,0.5105,0.277809832381661,0.04462215,0.03749749,0.053013155,0,-0.345285,-0.476905,-0.17447735,0.009,0.527583,0.4508188,0.6878106,1.31381637738389,1.00775898941881,1.53752945155016,0.520171334073092,0.220768555139579,0.735886922251277,0.0135,2.41137573073032,0.03295205,0.02333092,0.052306525,0.1635,0.331001,0.473909,0.277349,0.493613,0.427368,0.234254,0.312435,0.320294,0.312252,SL1344_4068,yijP,SL1344_4068
3537,0.273774,0.2428731,0.3054518,2.53182252722754,2.26925224404556,2.85394792894232,1.58218,1.170597,1.948353,0.0184435,0.01409214,0.02360418,-0.0388842,-0.072440445,-0.003549458,0.182,0.23500025,0.205712105,0.26514013,2.94955933636264,2.61426738818378,3.36950118131967,0.418671099034894,0.03626354564659,0.813996405301717,0.056,1.05905463778308,0.0190342,0.01264123,0.02590496,0.4695,-0.06101365,-0.09694091,-0.023595035,0.039,0.2133511,0.1788254,0.2488033,3.24885684818766,2.78592438508631,3.87611157320291,0.717734907924032,0.259269099108055,1.26725360970317,0.013,1.30611552545942,0.03783075,0.0249188,0.05068132,0.0175,0.09459245,0.019284845,0.1882527,0.052,0.3677945,0.29153136,0.4693111,1.88460462856442,1.47694650507235,2.37760782747836,-0.655741144740013,-1.11146402757907,-0.156526694202141,0.024,-1.438903266509,0.040135,0.019513425,0.072327175,0.044,0.294983,0.420005,0.2094085,0.3274375,0.327757,0.350465,0.320384,0.4663315,0.267487,SL1344_4069,ppc,SL1344_4069
3538,0.1803155,0.1596957,0.21594165,3.84407985277576,3.20988185614695,4.34042482425277,3.43904,2.7830645,4.369156,0.007571415,0.00066827615,0.02345607,0.05628075,0.011867515,0.10678985,0.092,0.23745685,0.19796356,0.296302045,2.91904481536963,2.33932635576835,3.50138774392888,-0.90072335078057,-1.51974197014425,-0.209729414292487,0.023,-1.45508280785878,0.01320575,0.0037562185,0.02205292,0.3,-0.02102385,-0.05755934,0.02578725,0.485,0.15972105,0.13595574,0.209139954,4.33973613759295,3.31427435311436,5.09832975137409,0.510599598424766,-0.500148976693596,1.36818307840076,0.2325,0.595393463548361,0.01999425,0.0017521935,0.052168525,0.241,0.277781,0.1708034,0.4105071,0,0.4591075,0.352734,0.6062091,1.50977098108588,1.14341270480364,1.96507051277695,-2.3193124053484,-2.80688776074677,-1.6703026638726,0,-4.75682862078502,0.03760845,0.01819232,0.062636805,0.0205,0.273054,0.396082,0.3201275,0.5031325,0.4385615,0.2974925,0.4786555,0.510089,0.359679,SL1344_4070,argE,SL1344_4070
3539,0.6772535,0.5780639,0.8053441,1.02346784559009,0.860684496338936,1.19908401404276,0.5642165,0.1545692,0.949966,0.0345681,0.02987743,0.040479895,-0.06007545,-0.1668809,0.03758872,0.2425,0.61350415,0.51775705,0.74356413,1.12981661362924,0.932195589252034,1.33874989183208,0.100956772761008,-0.060686066099062,0.282084229430551,0.303,0.557379729265439,0.0258249,0.021551975,0.031332815,0.018,-0.1063755,-0.20152765,-0.0062086685,0.0845,0.57242355,0.477919775,0.70054379,1.21089913384562,0.989441782813274,1.45034215365552,0.188035472915881,0.011051261070339,0.385931039091797,0.11,0.950175269458685,0.0526433,0.0440097,0.063230765,0.002,0.0631051,-0.093420035,0.2486026,0.3315,0.7392789,0.571365135,0.9806473,0.937599031644151,0.706826177598565,1.21314225834407,-0.08929905712565,-0.288734520464203,0.162381008292731,0.3805,-0.447759167957304,0.0294369,0.020395925,0.04125125,0.228,0.184577,0.3216085,0.291936,0.731416,0.417462,0.4164215,0.398385,0.488164,0.3053715,SL1344_4071,argC,SL1344_4071
3540,0.287002,0.24163075,0.3519476,2.41513014792299,1.96946132520499,2.86862157114551,0.739363,0.19746725,1.1954005,0.097058,0.07690292,0.1269449,-0.0577991,-0.1114232,-0.02000453,0.05,0.22898025,0.203657875,0.25825848,3.02710465472678,2.68392805839421,3.40348824182874,0.611511474469433,0.233616891015846,1.01805170933145,0.011,1.50418438823645,0.05768195,0.043763065,0.072149325,0.0045,-0.0528818,-0.10900735,-0.011569175,0.0975,0.2330526,0.19881731,0.2792283,2.97420917256874,2.48236739679346,3.4863522763673,0.549375483442623,0.115601147176973,1.06137397169581,0.0255,1.07300215927778,0.120488,0.09605368,0.1526105,0.133,0.220401,0.1279551,0.3599244,5.00E-04,0.5090635,0.410008005,0.6525461,1.36161241846084,1.06221948719649,1.69056987683694,-1.06038260236301,-1.47829183204023,-0.609547254132835,0,-2.53735147984652,0.0486246,0.034159965,0.065440455,0,0.231361,0.2996165,0.1753635,0.4770905,0.1246475,0.273501,0.225119,0.358655,0.2831095,SL1344_4072,argB,SL1344_4072
3541,0.747127,0.6823474,0.82437985,0.927750142293328,0.840810438635109,1.0158273955379,2.50842,2.3804385,2.610988,0.05641145,0.050307865,0.06295714,-0.0725212,-0.16309225,0.0066878995,0.142,0.6769386,0.61066587,0.739351375,1.02394394493888,0.93750713093254,1.13506783246436,0.098913696492578,-0.009283937319812,0.221029660689662,0.2315,0.809998079636334,0.0501604,0.043726225,0.05714594,0.1175,-0.0557559,-0.1551625,0.050637095,0.2885,0.691716405,0.59983895,0.806803295,1.00206844293691,0.859127850442284,1.15555547128114,0.075227215239286,-0.061992509430672,0.226040940492531,0.3785,0.498808812745421,0.1053055,0.08776083,0.12089,0,-0.02163025,-0.14113025,0.13670565,0.494,0.7226899,0.6203324,0.88828795,0.959121174555735,0.780318167726094,1.11738026756587,0.027107682228596,-0.151222067332429,0.192571549896442,0.572,0.163828409251331,0.03412415,0.02546157,0.045627125,0.003,0.203042,0.3225725,0.145865,0.468774,0.1564565,0.199737,0.205513,0.3170595,0.2664765,SL1344_4073,argH,SL1344_4073
3542,0.121847,0.1069027,0.14634155,5.68866843041418,4.7365034911834,6.48390714793608,2.17413,1.563844,2.778519,0.01535715,0.001502164,0.05476566,0.271479,0.20737495,0.34578695,0,0.3939795,0.32932705,0.4723346,1.75934834362858,1.46749185975619,2.10473807607622,-3.90728813055186,-4.70666965000843,-3.0500066501073,0,-4.88788899349102,0.01547955,0.011890525,0.020119335,0.4985,0.0390164,-0.00023936665,0.09717695,0.2375,0.16138785,0.126411591,0.221028885,4.29491655117038,3.13600270286424,5.48325672531957,-1.37240678732325,-2.70948104013589,0.009813179480603,0.0595,-1.02642525980609,0.0423221,0.0071685935,0.077578335,0.1975,0.02039635,-0.03751915,0.15740825,0.496,0.14298615,0.08927526,0.2828702,4.84765272611863,2.4504072213932,7.7641575503378,-0.836350407750238,-3.36163810925474,2.19987599713985,0.3295,-0.331190148057967,0.1588015,0.02407122,0.32453525,0.042,0.174278,0.3224705,0.322101,0.5482175,0.441706,0.371281,0.5138295,0.3277075,0.3410905,SL1344_4074,oxyR,SL1344_4074
3543,0.8625635,0.7383278,1.024598,0.8035897622822,0.67650647827075,0.938806908138426,0.802275,0.4362987,1.123317,0.0188066,0.01667566,0.02158021,0.1611075,0.03149038,0.29502365,0.035,1.025454,0.87276205,1.22579765,0.675941759813137,0.565466234039294,0.794199497070386,-0.125717003764126,-0.223274065546903,-0.02651210591626,0.104,-1.28865098504146,0.0125691,0.01053769,0.01497133,5.00E-04,-0.1161265,-0.2386786,0.00820082,0.096,0.74943295,0.623674335,0.915240661,0.924895523623074,0.757338720233574,1.11139283291632,0.123473299718153,-0.008211289862489,0.266595156806592,0.1765,0.86271448840868,0.03682345,0.030906385,0.043708185,0,-0.0517574,-0.21521,0.15770615,0.3875,0.80331695,0.6630981,1.078576815,0.862856413816131,0.642649807134925,1.04531632796088,0.053371605853004,-0.127532296072033,0.221588564174958,0.49,0.317278390867434,0.01080255,0.008544782,0.014439195,0.003,0.292741,0.362038,0.3334015,0.6640415,0.4432155,0.300061,0.3413925,0.263275,0.3568045,SL1344_4075,udhA,SL1344_4075
3544,0.9163585,0.83132515,1.0347,0.756414857163867,0.669901596394954,0.83378589137136,0.134061,0.01307796,0.4465207,0.0142772,0.01248817,0.016293215,-0.02304755,-0.1239405,0.081687245,0.4765,0.893705,0.80844575,1.01711082,0.775588344369756,0.681486391671406,0.857382429951863,0.019561884034422,-0.065167438134303,0.105023198243733,0.72,0.228897533526238,0.0112439,0.0094753,0.013407615,0.036,-0.1709725,-0.2807984,-0.049841505,0.022,0.747493,0.6542847,0.876850855,0.92729588299061,0.790496099796185,1.05939689667617,0.171511390437151,0.045419226307463,0.294125279470304,0.0555,1.39879251681494,0.02846155,0.02401104,0.033995185,0,-0.106945,-0.2875438,0.06666702,0.202,0.8073211,0.6360442,1.014027405,0.858576817283463,0.68355862899549,1.08977841518876,0.100871592803491,-0.054630747439979,0.324545232039174,0.3165,0.450976669169331,0.0139119,0.01024877,0.018863575,0.4565,0.14267,0.3284445,0.333999,0.6967775,0.471385,0.2967905,0.3551505,0.354364,0.3367015,SL1344_4076,yijC,SL1344_4076
3545,0.796963,0.7201456,0.8754487,0.869735714655265,0.791762190845915,0.962509794281867,1.769215,1.564882,1.955531,0.0144819,0.012562195,0.01660828,0.05458685,-0.015065395,0.12886085,0.2075,0.8508858,0.7772068955,0.931203735,0.814618366883079,0.744356102207244,0.891843841160092,-0.055407985894243,-0.1333764855438,0.015296121830555,0.4515,-0.7106457882771,0.01000915,0.0084130945,0.01208496,0.005,-0.131688,-0.2079926,-0.045156525,0.0175,0.664684,0.59031285,0.74892125,1.04282212383621,0.925527467065405,1.1742031270837,0.172474119536624,0.057248530684773,0.287694721074504,0.0385,1.49690348110119,0.02737495,0.02257544,0.033435935,0,-0.05122325,-0.17822325,0.1120985,0.361,0.74530555,0.6330714,0.907624585,0.930017480917182,0.763693755189222,1.09489574476373,0.06007168057203,-0.108785285273434,0.231208827333436,0.4635,0.351014853927536,0.01568595,0.012076095,0.020637295,0.3295,0.141547,0.377115,0.231377,0.503689,0.256862,0.3365235,0.353997,0.2761465,0.303795,SL1344_4077,yijD,SL1344_4077
3546,0.9460805,0.7877479,1.146553,0.732651377214029,0.604548752528382,0.87990990593009,1.96926,1.734237,2.260008,0.0402096,0.034805205,0.04622147,-0.1857775,-0.36051075,-0.021102165,0.049,0.761327,0.6160453,0.943479705,0.910446092833459,0.734671015344204,1.12515727473654,0.178275880760318,0.018480448086186,0.358899667738012,0.0945,0.987001123956804,0.03953385,0.03111668,0.04788068,0.44,0.0148059,-0.17689875,0.26573435,0.514,0.9595983,0.7494315,1.2814385,0.722330563305654,0.540913361150011,0.924897312980181,-0.011413604685427,-0.172386092896718,0.161111753782056,0.6485,-0.070904070703343,0.0672212,0.05443299,0.080641125,5.00E-04,-0.1741875,-0.39397,0.073565165,0.1465,0.75994845,0.565677,1.0788749,0.912097650880102,0.642472313571543,1.22534094739836,0.173583022276775,-0.053870740053246,0.45213412555658,0.2055,0.623164009163555,0.03901115,0.02852534,0.05360028,0.4495,0.3704415,0.2672875,0.361038,0.621344,0.378002,0.3778095,0.303223,0.343898,0.3966795,SL1344_4078,trmA,SL1344_4078
3547,0.9269245,0.8156706,1.0509185,0.747792500586896,0.659563212010605,0.849788130605809,2.31041,2.0436285,2.503948,0.01666725,0.01448046,0.019124935,-0.04246025,-0.18473155,0.095684015,0.389,0.88671345,0.73758655,1.03599708,0.781703705986094,0.66906289621998,0.939750304476962,0.036391813985932,-0.076691230144394,0.170606641463235,0.5755,0.271146002792321,0.01450285,0.011911935,0.01794504,0.1895,-0.04914125,-0.1971522,0.1305175,0.377,0.88178655,0.7279838,1.0767235,0.786071392376468,0.643756148722576,0.952146439448304,0.041711143616173,-0.094105593827686,0.180977390696415,0.547,0.299506481223262,0.0280799,0.023451875,0.034182585,0.001,-0.367043,-0.48772995,-0.25235915,0,0.5583565,0.48950925,0.64074145,1.24140612826031,1.08178923493314,1.41600426989137,0.493377076787394,0.329669487721002,0.664109606396935,0,2.88976610324775,0.0124117,0.009348111,0.01759198,0.091,0.429031,0.492416,0.394523,0.4645225,0.485664,0.280977,0.398796,0.274698,0.3614305,SL1344_4079,btuB,SL1344_4079
3548,1.203165,1.0500765,1.3971225,0.576103186701077,0.496124847809316,0.660092081612321,2.145675,1.9915365,2.3145845,0.01946715,0.016977585,0.022283685,-0.0696162,-0.24085025,0.1211132,0.325,1.13001015,0.974097955,1.350538035,0.613399074951951,0.513237834542864,0.711578521633141,0.034909035505576,-0.058237374514821,0.126474210788975,0.613,0.381247951500458,0.0191276,0.016077275,0.02279392,0.461,0.06013055,-0.14212305,0.27656195,0.3775,1.2604292,1.036308485,1.5442419,0.54992949476215,0.448859198566498,0.668861821186471,-0.026682699478094,-0.114986807976012,0.069317388590359,0.6515,-0.302168267501658,0.0366199,0.03155596,0.04245275,0,-0.4266995,-0.64325545,-0.14038305,0.016,0.762239,0.6107468,1.107880375,0.909356786731862,0.625651656479984,1.13491741705538,0.326227710207143,0.074710800230602,0.543028965797495,0.035,1.50473164612825,0.0180513,0.012111875,0.029421155,0.4095,0.2725985,0.3313645,0.31504,0.5879165,0.4121725,0.4038425,0.3380975,0.414069,0.273959,SL1344_4080,murI,SL1344_4080
3549,0.9103695,0.77530605,1.0907795,0.761391073527218,0.635460438803848,0.894030407333397,0.6089845,0.20002245,1.00649,0.02204285,0.019362585,0.025170705,-0.2226675,-0.3484285,-0.1075336,0.0035,0.6887365,0.5793222,0.82717805,1.00640401833506,0.837966220706571,1.1964795766243,0.245369622284704,0.117002424474831,0.391125045517257,0.0095,1.68343391170576,0.0224055,0.01853137,0.027083855,0.4615,-0.21828,-0.35010395,-0.08012506,0.01,0.6902295,0.55898845,0.87490344,1.00422711666397,0.792255653369202,1.24000270184784,0.242192084856305,0.075023105085451,0.427555438127702,0.028,1.30658018741009,0.0476398,0.039035285,0.05643341,0,-0.2040035,-0.34703355,-0.033841245,0.038,0.701779,0.56349295,0.94664558,0.987700268011746,0.732214035775045,1.2300902633296,0.222530967691851,0.030956053161418,0.427000454610061,0.0735,1.08833337944877,0.02743715,0.02064522,0.035689135,0.117,0.2832575,0.3040085,0.363785,0.603105,0.409539,0.287092,0.3225115,0.378653,0.3502525,SL1344_4081,murB,SL1344_4081
